,video_id,comments
408,aY51l-HhSLw,[]
409,jgXltjZWGaY,[]
410,pZLXLQl7mpA,[]
411,5XcTzRXW9_8,[]
412,IW3NaCopCnw,[]
413,JoW-hs7Grdo,['She is right']
414,XVKdm_jt_XA,"[""This young lady is so inspiring. I mean, I have ten years more than her but everytime she speaks I'm always impressed and inspired. It's wonderful to see a such a young person so clever and aware. Wow! 🙏🏾♥️""]"
415,mjTz4zy5NT4,"['love you so much Yuna, you are my spirits leader', '사랑해요💙💙💙💙💙', 'I love you ❤', 'I love you yuna kim fighting❤️🥺', '김연아 선수 최고👍👍👍👍너무 멋있어요!!!🇰🇷🇰🇷🇰🇷🇰🇷🇰🇷🇰🇷🎉🎉🎉🎉🎉🎉🎉🎉🎉', '👏🏼👏🏼👏🏼 to the Queen!!', '👏👏', ""Precious. Yuna Kim's  Talking !""]"
416,nzhllVRRVsY,[]
417,p3bpA2GW1Sk,[]
418,xw-tmNGXj10,[]
419,KVZY9x-I2ks,"['Anybody know giseles Instagram or the model lists for this show', 'Merci beaucoup Dior vous êtes généreux', 'lovely versailles', '👏', ""J'adore le modèle à 1,46"", 'Genial.', 'Wowwwwwwwwwww🥰', 'Well, Kim Ji Soo should definitely be here.', 'They look so expensive', ""C'est magnifique ! 🖤"", 'D I O R 🤍', 'J’habite à Versailles, et je n’ai pas su ça?🥺', 'Amazing', '💝', 'Waoww soo beautifullll', 'Jisoo would be wonderful to be there😘', '❣❣⭐', '*When did this event take place, please?*', 'I love dior', 'Dior! ❤️🔥']"
420,JfZTysLirQ8,"['the man who said aquaman... love it', 'Villains are better than heroes 🥀', 'My first comment ❤️❤️ u Cristina Dior', 'These are so aesthetic gawwwdddd', 'i absolutely love the spring 2021 couture with all my heart, it’s so vintage and gorgeous, and the models are stunning and i love it', 'I love this kind of videos 🥺', ""J'aime beaucoup."", 'Linda', 'An Elf of course :-)', 'That’s cool']"
421,vY1aUZa4TrY,"['🥺💖', 'Sublime.', ""J'adoreee🙂🙂🙂"", '❤️', '❣❣❣❣❣', 'Versailles 👑🤩😍', 'un bel lavoro, pieno di sforzi e amore. complimenti a tutte le persone che hanno partecipato.', 'Um belo trabalho com luz e sombra e espinhos. Belas modelos vestidas com a moda DIOR de outono-inverno. Parabens.\nPor:\nThe Luxury Doll.', '💜💜', 'So good!!! Want to see blackpink @jisoo wearing every piece!!!!!', '🖤', '❤', '👍', 'Magic', 'Dior is aesthetic', 'Wow', 'Incredible advertising 🔥🔥😎', 'Divine!!!!❤❤', ""this is the reason why I'm A huge fan of dior, the effort, the concept, and the collection is A masterpiece 😍""]"
422,YD4CsLmDn2A,"['Intéressant.', ""Um belo contraste entre o moderno bale' e o ambiente classico. O Classico nunca esta' terminado, assim, como a Cultura. Parabens.\nPor: The Luxury Doll."", '💓💓', 'I like dior', '❣❣❣', '🤩💜✨', 'Es muy bello', 'graceful on point 💕', 'Interesting', 'This is what I want to do, create art', 'I like the old  building!', 'I love these elegant videos and ballet ❤']"
423,HMiJag_-36c,"['Em nenhum momento a interferencia da arte atual no ambiente classico da Galeria de Vidro ""quebrou ""a harmonia do ambiente, compondo com o bale\' que passa pela Galeria depois em um ""grand finale ""da Arte e Cultura do momento atual e ao mesmo tempo Classico. Parabens .\nPor: The Luxury Doll.', ""What is background song name? I heard it before, but can't remember"", 'its cool but i dont like the dark vibe. too dark cant see much of the fashion...', 'No subtitles?', '⭐⭐', 'Wow', 'Perfect 💖', '♥️♥️♥️♥️', 'fabulous...', 'Is that Versailles!?', ':)', '1st comment I’m never so early 🥳🥳♥️', 'The background music is kind a Renaissance Vibe', 'Your art is awesome..', 'HI', '🇮🇹💜👌🏽']"
424,j1gn8SoZOFA,"['So i watched a movie, a ballet dancer, a fashion show even. Inspiring for the soul', 'They are right, It is disturbing, but not beautiful. Love Dior, but Sorry, not nice.', 'Illuminati 👁️', 'Very good 🇮🇩🙏', 'I can’t believe I had to see Versailles last week and the magical mirror room', 'that was haunting and i loved it', 'Could have done without the creepy dancers. The clothes are beautiful - let them speak for thrmselves...', ""From a filmmaker perspective, this is very intriguing. I would've preferred to have seen less of the blonde dancer tbh, she kinda annoyed me at one point. BUT OTHER THAN THAT, I LOVED IT. The first model that was walking, was absolutely captivating."", 'I hope jisoo wearing this dress for magazines', 'Satanic symbolism throughout... ugly clothes.', 'Very artistic and beautifully done, but I kind of miss these fashion shows, where you can actually see the clothes. Please Dior, stop doing movie production and show us real masterpiece - your own clothes.', 'OMG Love itj', ""DIOR should start producing movies...they are v e r y good at putting stories together..sofar it's more or less SURREALISM ..it has great potential to morphe into love stories and mystery murder thrillers or horror movies ...DOVE WOMEN in witchcraft castles traumatized by MURDERS MOST FOUL..."", ""Life starts with a skinny body..clothes and castles come later...and  then: NO ROMANCE WITHOUT FINANCE...this brings us back to Georgia May Jagger's newest life purpose : becoming a business mogul..starting with picking up rescue mission dogs ..."", ""I've never seen anything like it before. It's a lot of bright clothes like a dream"", 'Incredible', 'I LOVE THIS COLLECTION', 'I LOVE THIS COLLECTION', 'Bravo Dior, this is art at 360°', 'Is there actually no comments or is youtube going haywire']"
425,6N9vd-fG8mQ,[]
426,u2Y-lZND7Dw,[]
427,3NZZIqLMggI,"['95❤❤❤', 'ILOVEAMIT AAAAAAA', 'Amit is so adorable!']"
428,AJxH5n8p1SQ,[]
429,R8lohpOthd0,[]
430,TnShCxg_Wcw,[]
431,6UPadG3d3Os,"['so beautiful', '🌼🌺🌼🌺🌼🌺']"
432,iefRKqnLs-Y,"['So beautiful!', 'Woah beautiful', 'epic', 'Looks awesome!', 'Awesome!!!!!!!', 'Wow❤️', 'Recommended', 'How is there NO COMMENTS on how gorgeous this is!', 'Respect to all the designers and hard workers .', ""whoa that's beautiful!!!!"", 'Lapis Lazuli looking great', 'wow, such a masterpiece... also how is there no comments in this 180k viewed video 👁👄👁', 'Woah', 'Wow love the colors 💖', 'Pretty', 'Impressive', 'nice']"
433,GrKbGP3XBDY,"['So pretty 😍😍😍😍', 'Wow']"
434,4IssTP2Cgfc,[]
435,5q9tga44zqs,[]
436,I24Jut4Rw4g,[]
437,Jb63pQEiAPA,[]
438,eIHtGYbxWO4,[]
439,7YmeTlqT8HE,"['Mr Depp 🙏💚✨✨', 'Mr Depp 🙏💚✨✨', 'Justice for Johnny depp', 'wow', 'IS THAT DIOR SAUVAGE???!?!?', 'Johnny hero', '😍', 'Lovley', 'nice']"
440,VjPr-XX42lI,"['Lmao', 'Xd', 'JiJiJi 🙃', 'Hi', 'Nice', '20 million views and one comment bruh']"
441,6knAxI8SeJo,"['This is more like an asmr video... Hats off to the sound editor.', 'Sauvage, scent of truth', 'I never skip when i see it in my recommendation. It is just dame good satisfying.', 'I knew it. The Tattoo on the right hand. Johnny Deep is refilling the bottle :D', 'Johnny Depp hands', 'Great design and all, but as a person who only buys eau de parfum because it simply lasts longer on the skin, this is kinda useless sadly :-/', 'My husband has worn Sauvage for years and he smells sexy as hell.', 'Satisfying', 'These are the hands of The Johnny Depp', 'These are definitely not his hands', 'Beautiful hands.', 'JD LEGEND', ""Even Johnny's hands are pretty tf-"", 'جوني 😩🇸🇦🤍🤍🤍🤍🤍🤍🤍🤍.', 'Gonna buy some asap', 'Stay strong Johnny. We all love you❤️', 'this video is mesmerising', 'Dior❤️ all the respect  for standing by Johnny depp #justiceforjohnnydepp', 'Buying one for my brother cause Johnny 🧋', 'Just going to buy this because of Johnny deep']"
442,TOWqRp7n2iQ,[]
443,dBUQh2McFdA,[]
444,Hg5hzZ9Ugug,[]
445,BgQs85dGz6o,"['She’s adorable in this!', 'I would if I could\nIf only I could find the time']"
446,PL9BqUaQQgM,"['Wooow', 'Unbelievable']"
447,R13xWIBqE4U,[]
448,nO5B5F7C4fg,[]
449,l3eIZhJyO94,[]
450,1biX2K9ZfK8,"['_This bag is a beautiful 😍! I bought a replica bag from @ gurep.com  at the same time,This is my first time viewing this bag up close and it is beautiful.  Loving your content and I have joined your channel_', 'Chiara Ferragni  beauty  sexy Supermodel', 'Celebrities have the weirdest handbag contents', 'Fabulous. I luv Chiara!', ""she's my favorite influencer, she deserves it."", 'To all questioning her accent or making fun of it, give her a break! She’s Italian for crying outloud!', 'Brutta pure', 'That "" -a"" sound in the ending 😂🥰🤩', 'Her accent is cute 🥰', 'Every last word has to end with an aya', 'I loved her sound , but what is this accent ?', 'Did not show everything', 'An Italian style Valley Girl', 'Drinking game: every time she ends a word in “-a” 🤣😂', ""There's Upspeak and then there's Italian Upspeak."", 'Nothing about his husband. So strange', 'have she always had this thick accent?', 'How does she manage to end every word with an “-a"" sound?', 'I like the cute giraffe the best! \nI have a fluffy white cat head keyring that looks like my cat, but I took it off cause I’d be upset to loose it!!!', 'Ma Dior ha creato la Lady bag per lady Diana?']"
451,vN3U9D4y4u8,"['I love the flowers sooo much', 'A flash of her smile 😂😂😂']"
452,HLTwFdU2m2Y,"['Now I know why it cost more than a million', 'Stunning piece', '😍Perfection✨💖✨', 'This is Perfection. There’s no other word for it.', 'Super Nice', 'Such a wonderful piece']"
453,tf-vjFG6ihw,"['absolutely gorgeous', 'Bravo ! 👏', 'Where is this place? I need to visit!', 'son el mejor conjunto de cartas, para la interpretación, excelente elección.', 'A Good Research', 'Thank you so much for showing us those precious and neautiful Visconti-Sforza tarot cards that are so difficult to see.', 'K cazzate dici la tua carta preferita e la morte, la morte voldire tante cose, e per spaventare la gente, k sa quanti Reading fai ziggarA', 'WOW...', 'Grazie🙏🙏🙏', 'Absolutely mysterious and beautiful!', 'Amazing Dior ❤🤗', '<3', 'This collection was simply breathtaking ! \nThank you Mam !', '❤', 'Great stuff', 'Such beautiful cards', 'The cards are lovely']"
454,kpoRmBhx9WQ,"['Yahweh nme', 'omg the clothes are truly treasures', 'It amaze how a fortune teller predict few and make some as his inspiration design']"
455,2Rs4DiSL6Sc,"['fantastic .....', 'What a hand made work ...STUNNING !', 'Absolutely gorgeous', '🙂', 'So pretty!!', 'Now I am understood .. why these are so expensive 😂', 'Drawing was good as compare to ready to wear😜', 'MİSS DİOR = KİM JİSOO', 'imagine jisoo wearing this', 'Как красиво', ""it's so pretty♡"", 'Mintak lah satu gaun ny', 'RESPECT!!!', 'When did jisoo (blackpink) wear this masterpiece', 'I’m an idiot, but how does one have this dress cleaned, delicately?', 'I would just say this in french : Mon Dieu !!!', 'Just because something is handmade doesn’t mean it should be expensive. Come visit third world.', 'Dior + Jisoo = ❤️', 'Its absolutely 💯 FABULOUS   the needle work is absolutely  amazing LOVE LOVE LOVE IT  WOW  🥰🥰🥰🥰💯🙏', 'They are all basicaly artists ❤️']"
456,VZ6Dljn4Yjw,"['I’ll buy it yahweh nme', 'great .....', 'Just wow❤️', 'Quanto esplendor!!!', 'Beautiful dress', 'Wow🤩', 'These are so detailed and pretty.\nWow!!!!', 'I love it', 'Wow', '😲', 'Absolutely beautiful.', 'Gorgeous', 'Waw this hand made 😭', 'Absolutely gorgeous dress', 'Wow❤️', 'goodness so much of hardwork', 'Aahh beautifullll']"
457,xa2WfhRGZqU,"['Really mind blowing 😍😍', 'Omg beautiful 😍']"
458,WcadBL0BhYU,"['Just wow !', '⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️Thanks', 'Ahhh que lindo <3', '💖', 'His artwork is amazing! So much detail and thought put into the pieces.', 'Wow congratulations, que belezza!', 'Bellissimo, complimenti per la tua arte...', 'Good designs.', 'True works of art.', 'Absolutely stunning artwork. Magnifico', 'Ameiiii', 'Each detail is mesmerizing 🥺', 'Stupenda creatività!💗', '✨🪄  🪅 🧿🔮🧿🔮🧿 🪅   🪄✨', 'Che bello', 'Que hermoso', 'This show was AMAZING!!!!!! I hope you continue to do these performative fashion experiences. They are beautiful, enthralling, and so incredibly well made. They really highlight the fashion and let the viewer absorb the beauty, elegance and mystery of Dior.', ""Mais que c'est beau !"", 'A real artist!', 'classe']"
459,cpC38Kc-WN8,"['iconic !!!!!!!!!!!!!', 'Волшебно!!!', 'beautiful', 'This is insane', ""What's the background music?"", 'Interesting and gorgeous.', 'This was magnificent, thank you for all the effort❤', 'Can someone tell me the background music please', 'Спасибо за роскошный подарок культуре Таро!', 'Magnifying', 'Cinema beyond words', 'Beautiful Dior ✅', 'Thank you for this masterpiece. The world needed it!', 'stunning work as always!!!!', 'Thank you for this beautiful dream!  It deserves a theatrical release one day in the future!', 'D I O R 🤍', 'She is so obsessed with tarot noh? Like almost every collection there is an element of tarot.', 'This is how Dior makes magic!', 'Beautiful Collection!', 'Bravo Matteo Garrone and Maria Grazia Chiuri on this incredible fusion of film and couture design 👏👏👏 Love tarot and Dior so much, so to experience a collection with this influence, and become mesmerised by this wonderfully ephemeral film is phenomenal for me! 🙏🔮🃏🎱🪐💫⚖🧡💯 Thank you for your vision and efforts in creating this for us all! 🌠']"
460,jYOrGvVh7mk,"['Волшебно!!!', ""Hypnotique.\n15 mn de vidéo qu'on ne voit pas passer.\nJ'adore."", 'Very very beautiful women ❤🌸🍃', 'One of the last true fashion', 'simply divine', 'Demuestra lo mejor', 'Wao', 'Amazing!', 'Dior🥰❤los mejores productos en todas las colecciones', 'Dior', 'Interesante', 'Dior la mejor marca', 'Excelente  colección   buenos talentos', '👍👍👍😍', 'Interesante', 'La mejor coleccion🤗😍 edtuvi increible', 'Buena coleccion 😀❤', '😲', 'Facinance', 'Dior en todo es bueno']"
461,qKkETDgSdeQ,"['🥰🥰🥰', 'D I O R 🤍', 'Таро это жизнь)', 'this is a video about cult']"
462,sffAXWL3q14,"['😍😍', 'The culture in this collection is awe-inspiring 💕', 'Principe génial pour remonter le morale avec le stresse des collections !!']"
463,afrZq1eoedw,"['What is the card name?', '🥰love it']"
464,E4IXFyIllwM,"['Bloody fantastic', 'Amazing 🤩', 'Great style', 'SO ARTISTIC & SO COOL!!!', 'Coolest thing ever.']"
465,1sh7fcH6Q8g,['I love the Golden sadle bag!']
466,KofnHHQQ7Eo,"['Beautiful ❤️', 'Just appreciate the hard work']"
467,4XWgVoAlOvs,"['Excelente modelo masculino', 'Colors, style, lines and flow are all titillated by the bling.  Beautiful. Bravo!', 'What is the music ?', 'Comme des princes', '6:35', ""Each colour define model,s. It's ohhh"", 'They look good, but at least they should glare as if they really love their job, most of this guys can kill you with their stare.', 'Places you can wear it\n #1Tokyo(because almost all people wear and knows fashion)\n #2 Seoul(they are open minded to fashion because of Kpop)\n#3Paris\n#4 New York (most people wear generic clothes)', 'What the song name', 'Woow', 'Love the use of purple in this collection', 'Thank you', '👸🏼Oh‼️‼️‼️ CooL‼️‼️‼️', '這個系列終於讓我感到“質感”不等於“老氣”。這是個高尚質感與年輕朝氣感能同時並存的系列。', 'Heel mooi!', 'Gorgeous tailoring, especially the shoulders on the jackets.  Love~!!!  Félicitations~!!!', '*_Really enjoyed this one!!_*', 'I just love the clothes and the music', 'Excellent job😎!Accurate, precise, serious, confident, excellent, solemn, and witful 👏', 'Hello hola bounjour']"
468,JGB8UcqeQoU,[]
469,4OqfcoqA7HI,"['The asian guy is so yummy', ""Dior Men's""]"
470,bT00tSJtzpU,[]
471,i-2FEcVwarc,"[""j'adore"", '❤️']"
472,A5-knt4E1vY,[]
473,wo-_ZS24dJk,['Nice!']
474,etbtVWFMIgA,[]
475,VjP2lG6Jb0M,"['Amazing woman', 'You did best bharati 😊\nWe are proud of you ❤️', 'Why is there no appreciation for Bharti Kher here in the comment section?']"
476,0FQ_TSF3cRs,"['On what occasion would you wear these bags ? I love your collection . Just as I like mine   wdsep.com ', 'My god i must have this one', 'Amazing ❤', 'I bought Dior Caro small size grey color, a month ago.  Love it.  Stunning and gorgeous!', 'jisoo beke nemen', 'Perfection. Why do people get so excited by Chanel and Hermès ??', ""I'm looking to buy this bag and your video just conviced me of how really beautiful it is!! I love it so much! gglvcccom_."", 'Gorgeous!', 'Dior quality 1000%', 'Dior never disappointed us ❤\nI enjoy every second watching this video']"
477,6QJChNikmMo,[]
478,HkmbkX89Sjw,"['View the Pizzica dance and discover more from the Dior Cruise 2021 show at http://on.dior.com/cruise21', 'Superb', 'Is there any online course for the dance??', 'Wonderful dance ! Seams Greek  ""balos""', 'Dior is love!! Love is Dior !!', 'Ohh nice ❤️', 'So beautiful', 'First😌', ""Am I the first comment? Uhhhhhhhhhh I think so\n\nBut really I didn't understand anything they were talking"", 'hmmm', 'So gooood']"
479,RBuZW9P-FlY,"['Explore the world of Dior Cruise 2021, choreographed by Sharon Eyal at http://on.dior.com/cruise21', 'The dancing feels painful', 'WHEN IT RAINS IT POORS. SHE LIKE DA WAY I HURRRRRR', '👍👋', '🥳', 'Interesting!', 'Wonderful! Thank you so much for sharing this.😀🙌🙌🙌', 'Appreciation of craft is an immense draw and love is so important with House of Dior. The choreographer and dancer were brilliant. And is different perspective body as instrument and that body memory! Fashion and dance are intimately connected. Wow.', 'Omg! I love it', 'Really nice 👌 😍💋 💝💖❤️', 'If you (Dior), could portray what these dancers are feeling and expressing it on clothing, It will be revolutionary.', ""And that's what you call a true Talent 🤗""]"
480,bNLWJ_83HlY,"['He is def the best  🔥', ""he's like my husbu/anime Levi Ackerman"", 'So handsome', '144K', '142K', 'Handsome Maknae', '141K', 'SEHUUUUUNNN 😍😍😍❤️❤️', 'I luv uuu••\\(･◡･)/\u2069', 'The most beautiful man in the world', 'The best Dior ambassador ever', 'Todo un modelo profesional', 'wowwww sehun oppa', 'So good', 'يهبللل', 'يجننننن', 'سيهوناااااه', 'يمااااا مثاااالي', 'Love Sehun EXO', ""He's sooooo freaking handsome.""]"
481,33OhVH17WNc,"['Visit http://on.dior.com/gifts-women to discover Dior gifts and treats for the season.', '💕', 'Love Dior more because of Jisoo...\nelegance and purity 💚❤️', 'deslumbrante 😍😍😍', 'Lady Jisoo make me asking my mum about her Dior collection and end up being in love with the brand! Dior truly iconic and legendary brand!', 'Super', 'I love jisoo x dior.', 'I love you dior i always buy your products thank you very much from korea here', 'I LOVE DIOR 💕', '❤️❤️❤️👍', 'Please subtitles', 'JISOO MISS DIOR🖤💗', 'Dior is love !!', 'Like dior lady tote bag', '""De charmantes bagatelles qui font tellement plaisir""... c\'est impeccable', ""On retrouvé pour le coffret à offrir à la fin de la vidéo le fameux plissé DIOR qu'on apprend quand on est animateur pour la marque dans les parfumeries.. du rêve du rêve j'adore."", 'Jisooya', 'LADY JISOO MADE ME LOVE DIOR MORE THAN BEFORE 🖤', ""Where's Jisoo!? No Jisoo no views no likes"", 'Yuviler']"
482,QkP1pCja1Xc,"['Head on http://on.dior.com/fall21-pinterest to discover more about the Dior Fall 2021 collection by Maria Grazia Chiuri.', 'Amazing video great music wow perfect', 'I’m a fan from Philippines', '😭🤩🤩🤩🤩', '👍👋', 'great vibe', ""Love this! What's the name of the model at 1:46? Reminds me of Pauline Grossen"", 'That siri??', 'عسل', '👍👍👍👍👍', ""Leopard's most after all✨"", '💖💖', 'Where is jisoo?!!!!!!!!', 'Incredible vibe video Dior! Fantastic job! ✌🏻', ""Such a beautiful collection, too bad I can't even afford one piece"", 'Güzel olmuşlarda,kürke karşıyız', 'I love it', 'Yay cheetah!!!']"
483,ot7WN2FAsgA,"['Click on http://on.dior.com/lady-d-lite to discover our range of ‘Lady D-Lite’ bags.', 'She is so funny lovely 💖', '💜💜💜💜', ""She's so funny so natural lol she's born to be a comedian"", '👍', 'interesting', ""She's iconic ✨"", 'The bag is si too beautifully is the Dior', 'How does everything even fit in that :0', 'commenting yes because you ened more liza videos and more comments means more videos so heres my comment, thanks, more liza pls', ""Idk who she is but she's funny and kept me watching her to the end of video 🤣"", 'team chocolatine 😅', 'Love everything on her ❤️', 'Genuinely one of the funniest people ever! Love her!', 'i love her', '""did you get that on camera"" peak, icon, behavior', 'Cute!💕', 'Smart, humorous,well promoted', 'Love her ✌🏻❤️❤️', 'Hahaha YASS BO! Giving me LIFE! KEEPING IT REAL!']"
484,zk_FfSTGyqk,"['Click on\xa0http://on.dior.com/cruise21\xa0to discover Jisoo’s looks from the Dior\xa02021 Cruise\xa0collection by Maria Grazia Chiuri, including the new ‘Lady D-Lite’ in kaleidoscopic ‘Luminarie’ embroideries.', 'the prettiest!!', 'OUR SHINING JISOO', 'She’s so stunning 🥰😍', 'Omg omggg', ""We can't wait for our actress Jisoo more promotions and content ❤️😍✨ she is the queen Dior 👑👑"", 'Wow', 'Soo pretty', 'ياحلوك حلواااه ياجيسووو ♥️♥️♥️♥️♥️', 'ياحظ ديور فيك يا جيسو🤍🤍🤍😙🤩', 'Awww..... JISOO', 'The cutest baby ever', 'Queen!', 'Gorgeous lady 💓💓💓', 'a goddess!', 'queen of elegance', 'NICE...........', 'Jisoo dominating the world. PERFECT. Unconditional support #jisoo', '什么风格Jisoo都能驾驭！', 'from the bottom of our heart THANK YOU DIOR for always loving and supporting our kim jisoo. we love DIOR']"
485,K8NtdsYDmmk,"['Click on\xa0http://on.dior.com/cruise21\xa0to discover Jisoo’s looks from the Dior\xa02021 Cruise\xa0collection by Maria Grazia Chiuri, including the new ‘Lady D-Lite’ in kaleidoscopic ‘Luminarie’ embroideries.', 'her beauty from another world', '🥰🥰🥰🥰', '😍', 'DIOR is sooooooooooo lucky to have her. 💗💗❤❤💖💖💟💟', 'Pretty', 'oh my God! Living fairy!', 'Jisoooooooyahhhh', 'Ella es real❤️😍', 'Jisoo has the expensive look 😍🥰❤️💞💕🥺 WE LOVE HER PERSONALITY WE WANT MORE VIDEOS OF KIM JISOO', 'Gorgeous', 'Beautiful', 'Queen Jisoo', '0:02\n0:13', 'Angell', '#Jisoo #Blackpink', 'She deserves to be the dior lady and we all love her and dior❤❤❤', 'So pretty!', '#ladykimjisoo', 'jisoo so pretty and amazing']"
486,Csl9RePLxKc,"['✨ Fai khadra ✨ ❤️😍😍😍❤️😍❤️🥰', 'Fai is perfect!! His voice and style fit for Dior! He has a good personality and understands the art well.💚💙💛💥', '뭔소리지 한국어 댓,,,', 'Good for him💟', '👍 beautiful', 'Fai😍', 'EXCELENTE\n10 ( Diez )\n⭐⭐⭐⭐⭐\n⭐⭐⭐⭐⭐\n👍🏻👍🏻👍🏻👍🏻👍🏻', '💥💥💫💫💙💙fun..He is a very cool artist..my 60s inner child really loves his art', 'I love seeing his work on cars, here in Tucson, AZ', 'Yes💚', 'Hi Boys 😍💋 💝💖♥️❤️', 'Cristian, Cristian, Cristian Cristian, Cristian, Cristian, Cristian, Cristian Cristian, Cristian, Cristian, Cristian, Cristian Cristian, Cristian Dior !!!!!!!!!!!!!!!!!!!!!!!!!!!!!! \n😊😍😍😍😍😍😍😘😘😘😘😘😘😘😘😘😘😘😘😘😘 *I* *LOVE* *SO* *MOCH* 😭😘😘😘😘😘😘😘', 'Show!!!!']"
487,12ttM6z6Grc,"['王俊凯 💙', 'Angelababy <3 Hope to see how she wears DiorMen soon <3', 'Arthur Chen looks pretty amazing😍😍😍', '0:03: Wang Jun Kai', '👍 amazing 👋', 'Yu xin😍', 'ii', 'These men are beautiful but not handsome 🤣', ""Liu Yuxin's performance stage is cool."", 'OMG I see LiuYuxin 😍 Thanks for having her😍', 'Great BGM Dior! Absolutely loved XIN’s performance', 'If I hear this song again 😝', '衣服太好看，可惜买不起', '❤❤❤❤❤❤❤', 'Only Beijing (China) can have this kind of show now in this post-covid times', 'did i just see linyi?❣️', '💖', 'Lady bags are interested.\nNew creative', '😍😍😍😍😍']"
488,y8jT2xSRIDI,"['Slowthai was the last person I’d expect to see in a video like this. Not disappointed tho', 'Chen Feiyu 😍😍😍', 'feiyu is so handsome omg', 'thank you so much for having chen feiyu! 💙', 'Feiyu would wear this for school ❤️ luv him', ""The fact that I'm here to watch a Dior video when I could never ever buy something shows how much I'm head over heels for Chen Feiyu lmao"", 'Feiyu babyyy', 'Chen feiyu best boy', 'Chen feiyu is so perfect', 'Arthur Chen🗣️ love him 😍😍', 'Arthur 😍', 'Chen Feiyu 💝💖💚💚😚💙😍😍', 'Arthur Chen was the best dressed and he looked amazing 🤩 Dior ❤️', ""Chen feiyu's voice 🥺❤"", ""I love Chen Feiyu's voice so bad T.T"", 'Arthur Chen Fei Yu is etremely elegant 💜', 'Ohh Arthur Chen🐟🐟😍😘❤️', 'How are you?', 'Omg slowthai', '👋👍 bravo']"
489,GGmaT6RGg_s,"['kim is the god of fashion', 'Love the art as well as lady kier music that made the show.', 'Very femini.', 'wonderful and very lovely . merci beaucoup tres bien', 'Very fresh, very elegant, very modern without offending the good taste. Great', 'Gorgeous, they really really... catch my eye 👍👍', 'Does someone know his name? 3:15', 'I need those stud earrings', 'I love dior cause jisoo blackpink🤭😂\nI knew dior cause her\nDior is so lucky to have jisoo blackpink as their products', ""There is everything in here but Men! !!!\nQui c'è tutto tranne gli Uomini! !!!"", 'Such a great collection with intricate details and indulging print patterns!', 'Love the Berets! ❤️❤️❤️', '💗👍🏽🎭💃🏼', 'make more nice inspiration for man', 'Beautiful craftsmanship!', 'Can Kim takeover womenswear\nI always get excited for Dior menswear more than the womenswear', 'amazing and innovative. incredible talent all around', 'How do u compete against this 😭', ""how do you clean those garnments though. it'd be good to get a solid method."", 'Hopefully all the workers paid generously']"
490,bCW0NHoVtI4,"['Click on http://on.dior.com/menfall2021 to discover more about the Fall 2021 Dior men’s show.', 'Ooh la-la, la-la-la-la-la,  Congratulations !', 'Wow', '👍👋 Bravo', 'Amazing beautiful film', 'They got this idea from KPoP! Particularly from SM Entertainment', '😭😭❤️❤️❤️❤️❤️', 'ART.', 'Merci vous nous faites du bien', ""I just can't take this music, it's noisy"", 'the backdrop is better than the show', 'Wow! Real production that so creative! The best and amazing.', 'the sence is so cool', 'The cosmos-like decor is phenomenal! 🌠\nHowever, no offense✌but the short pants look unattractive.', ""C'est magnifique tout m'es félicitations bonne courage  👍"", 'It would be good to have people’s names on the screen who was talking.', 'Amazing 🌌', '👍🏻✌🏻😉🥰', 'Super 👍👍👍👍👍', 'LOOKS SICKK!']"
491,qOr-fnZJhaQ,"['Click on http://on.dior.com/menfall2021 to discover more about the Fall 2021 Dior men’s show by Kim Jones.', 'Dee-lite-ful !', 'MEOW.......DiOR!!!', 'Wow!  This is way up there with Hedi Slimane seminal Autumn Winter 2006 Dior Menswear collection!!', '😺😻😽💞❤💘💖💫💫🪐🌙🪐🌟⭐🌠🌌🌌🌠', 'Amazing Show 🔥🔥🐉', 'Here We Go !', 'Why nobody talk about their pants??', 'Uau!', 'Kenny Scharf!!!!!', 'It’s just perfect', '迪奥', 'DIOR', 'OMG! 😍 love everything! trying to decide what pieces i want to order and this is definitely making it harder lol', 'Came here because of enhypen 🥺', 'Aa 😘', 'you want to learn.\n\ntis is not a lighting.it is a true fenomena alam.', 'Meeeeeooooooowwwww!   I AM LIVING!!!!!', 'Amanzing!!!!😉', 'Omgggggg Deeeeeeee-Liiiiiiiite lives ooooon! <3']"
492,rztM6e4RSnw,"['Click on http://on.dior.com/menfall2021 to discover more about the Fall 2021 Dior men’s show.', '디오르르르르르르를', 'Sehun❤️', 'Sehun ❤️', '😍', 'Doodling amazing', ""Whats great about this is the artist is from the Western world, which says true to Dior's perspective. Im saying this because we're getting to a point brands with great heritage will sell out to African or Asian art. They can be adapted, but irreplaceable to French luxury."", '케니샤프다!!!', 'OMG 😍💋 💝💖❤️', 'ちょーかわいい\nso cute', 'I love Dior']"
493,oKINBEB0DK8,"['Beutiful', 'Uff', '👍 nice', 'CRISTIAN DIOR × JISOO BLACKPINK OMG CRISTIAN IS REALLY ARTIST *I* *LOVE* *CRISTIAN* 😍😍😍😍😍\n#CRISTIANDIOR\n#KIMJISOO\n#ARTIST', 'LISM....Loving It So Much!!!', '🧠🧠🧠🧠🧠🧠💐💐💐🎄🎄🎄🎄🎄✨✨😋😋', 'Que innovación exlente trabajo la mejor colección', '30:27 Anyone want to do this with me😍💋 💝💖♥️❤️']"
